0,1.1
1,0
2,0
3,6.499996
4,0
5,2.1
6,8.399996
7,5.099998
8,2.4
9,4.099998
10,0.6
11,0
12,0.5
13,0
14,0
15,0.3
16,11.30001
17,4.799998
18,0
19,0
20,0.2
21,3.399999
22,4.199998
23,7.499995
24,0.7
25,4.499998
26,0.1
27,5.399997
28,0
29,0
30,0.1
31,0
32,0
33,1.8
34,0.1
35,0
36,0.3
37,0.2
38,0
39,3.199999
40,0.1
41,0
42,1
43,0.1
44,0
45,0
46,1
47,3.999998
48,13.60002
49,0.5
50,3.399999
51,0.9000001
52,0
53,7.899995
54,3.799999
55,1.4
56,4.799998
57,0
58,0
59,3.699999
60,0
61,3.399999
62,0
63,0.3
64,0.1
65,3.799999
66,0
67,1.6
68,0
69,10.3
70,0.2
71,2.999999
72,7.099996
73,0.7
74,10.1
75,0.1
76,1.5
77,11.00001
78,2
79,0.3
80,0.5
81,0.6
82,0.1
83,0.4
84,5.499997
85,0.5
86,0.9000001
87,12.00001
88,0.5
89,0.7
90,0.2
91,2.799999
92,0.2
93,1.1
94,3.599999
95,6.399996
96,0.3
97,0.1
98,3.299999
99,4.699998
100,2.799999
101,3.699999
102,0
103,0.1
104,0.6
105,0.4
106,0.2
107,2.2
108,1.6
109,7.299995
110,2.6
111,5.199997
112,0
113,2.4
114,3.999998
115,0.1
116,0.3
117,0.3
118,0.8000001
119,0.1
120,3.199999
121,0
122,7.199996
123,0
124,0.6
125,1.1
126,0.6
127,0.3
128,0
129,3.599999
130,1.6
131,0.7
132,0
133,2.4
134,0.3
135,0.1
136,0
137,4.999998
138,5.799997
139,0
140,0
141,2.5
142,0.1
143,0.2
144,0
145,0
146,0.4
147,0
148,0.3
149,4.899998
150,0
151,0
152,0
153,1.4
154,0.3
155,0.3
156,1.7
157,0.5
158,0.3
159,0
160,0
161,0.3
162,0
163,2.2
164,0.1
165,0.9000001
166,0.1
167,0.4
168,2.899999
169,0
170,1.6
171,0.4
172,0
173,1.7
174,0
175,0
176,1.1
177,0.9000001
178,1.2
179,6.499996
180,0.3
181,0.1
182,3.499999
183,0
184,0.2
185,0.8000001
186,2.4
187,1.8
188,0
189,0
190,0
191,0.4
192,0
193,1.4
194,1.1
195,0
196,2.1
197,0
198,0
199,0.9000001
200,0.4
201,0.1
202,0
203,0.8000001
204,1.4
205,0
206,2.2
207,0
208,0
209,0
210,1.8
211,0
212,0
213,2.999999
214,0.1
215,0.1
216,0.1
217,0.8000001
218,0
219,1.1
220,0
221,0.1
222,0.4
223,0
224,1.5
225,5.599997
226,0.1
227,2.1
228,1.5
229,0
230,4.199998
231,0
232,0
233,1.2
234,0
235,0
236,3.199999
237,0
238,0
239,2.3
240,0.1
241,0
242,2
243,0
244,0
245,3.599999
246,0.3
247,0
248,0.3
249,0
250,2.4
251,0.1
252,0
253,0
254,1.3
255,4.999998
256,0
257,0.1
258,0
259,0.2
260,0.3
261,0.4
262,0
263,2.2
264,2.5
265,13.60002
266,0
267,2.899999
268,1
269,0.5
270,1.9
271,2
272,0.8000001
273,4.499998
274,0
275,0.6
276,2.999999
277,1.6
278,0.9000001
279,3.899998
280,0.1
281,0.2
282,0
283,1.5
284,0.4
285,0.5
286,0
287,1.2
288,0
289,0
290,0.3
291,0
292,0.8000001
293,0.7
294,2
295,0
296,2.3
297,0
298,0.8000001
299,0
300,0
301,3.999998
302,0.3
303,0.2
304,1.6
305,0.1
306,0
307,6.899996
308,0
309,1
310,0.3
311,0.2
312,2.5
313,1.4
314,3.299999
315,0.1
316,0
317,0
318,2.899999
319,3.699999
320,0.3
321,0.4
322,0
323,1.9
324,0.7
325,4.999998
326,1.5
327,0
328,0.1
329,1.7
330,1.6
331,0
332,0.6
333,0.1
334,0
335,1.1
336,1.3
337,0
338,0
339,0
340,0
341,0
342,0
343,0.5
344,0
345,1.7
346,0.8000001
347,0
348,0
349,0.8000001
350,0.4
351,0
352,0.2
353,0.6
354,0.1
355,0.1
356,0.3
357,0
358,0.1
359,0.1
360,7.399995
361,0
362,0
363,3.299999
364,0
365,3.999998
366,1.8
367,3.299999
368,0.1
369,0
370,0
371,1.4
372,0
373,0.2
374,0
375,0
376,0.1
377,3.599999
378,0
379,0.7
380,0.1
381,0.4
382,1.4
383,0
384,0
385,2
386,0
387,2.5
388,1
389,1
390,1.1
391,0
392,0.4
393,0
394,0
395,2.2
396,3.099999
397,0.3
398,0.8000001
399,1.5
400,2.4
401,0.6
402,3.099999
403,8.899998
404,0
405,0.2
406,0.1
407,2.2
408,0.1
409,0.4
410,0.6
411,0.2
412,12.70001
413,0.1
414,0
415,0
416,0
417,0.7
418,1.3
419,0.9000001
420,0.4
421,1.7
422,0
423,0
424,0.5
425,0.4
426,0.5
427,0.5
428,0
429,6.799996
430,0
431,0
432,0
433,0
434,0
435,0
436,0.7
437,3.599999
438,1.6
439,0
440,1.5
441,2.1
442,1.6
443,0
444,0.1
445,0
446,1.2
447,1.1
448,2.3
449,0
450,15.50002
451,0.3
452,0
453,0
454,1.6
455,0
456,0
457,0.1
458,0.7
459,0.3
460,0
461,1.1
462,2.2
463,0
464,0.7
465,0
466,2.7
467,0
468,2.2
469,0.5
470,1.1
471,0
472,0.1
473,0
474,0.1
475,2.4
476,0.6
477,2.3
478,1.1
479,0
480,0
481,0.4
482,0.1
483,1.3
484,13.30001
485,0.7
486,0
487,0
488,0.3
489,0.1
490,0.2
491,1.3
492,0
493,1
494,2.2
495,5.399997
496,0.5
497,1.5
498,1.1
499,0.3
500,2.999999
501,0.4
502,0
503,1.4
504,0.1
505,0
506,0.8000001
507,0.1
508,1.7
509,1.5
510,3.599999
511,1.3
512,2.2
513,0
514,0.2
515,0.3
516,1.7
517,0
518,2.1
519,0.2
520,0
521,4.399998
522,1.6
523,3.199999
524,0.5
525,0
526,6.699996
527,0.1
528,0
529,0
530,0.7
531,1
532,0
533,1.9
534,4.099998
535,3.299999
536,1.9
537,1.5
538,0
539,0
540,0
541,1.5
542,1.2
543,0.8000001
544,0
545,0.2
546,0
547,2
548,6.999996
549,0.1
550,3.699999
551,0
552,1.5
553,0.5
554,12.80001
555,1.6
556,0
557,0
558,4.699998
559,0.2
560,0
561,0.2
562,3.599999
563,0.3
564,3.199999
565,0.7
566,0.1
567,0
568,0.8000001
569,0.9000001
570,2.3
571,1.2
572,0
573,1.4
574,0
575,1.3
576,0
577,0
578,0.1
579,0
580,3.399999
581,0
582,5.699997
583,1.5
584,0.1
585,0.6
586,0
587,0.1
588,0
589,3.699999
590,0.4
591,0
592,4.899998
593,0.1
594,2.7
595,2.6
596,0
597,0
598,2.3
599,0.7
600,0.1
601,0
602,1.4
603,0.6
604,0.7
605,1
606,0
607,0.2
608,0.1
609,0
610,9.800001
611,1.8
612,1.7
613,0.1
614,2.3
615,4.999998
616,0
617,1.8
618,0.1
619,1
620,0.9000001
621,0
622,2.7
623,0
624,0.8000001
625,0
626,0
627,0.7
628,0
629,0.2
630,1.1
631,3.099999
632,0
633,0
634,0
635,0.3
636,1.1
637,0.2
638,0
639,1.9
640,0
641,0.2
642,0
643,0.3
644,0
645,0.5
646,2.999999
647,1.4
648,2.7
649,1.2
650,3.899998
651,3.999998
652,0
653,2.999999
654,1
655,0
656,0
657,0
658,0
659,1.4
660,0
661,1.6
662,6.899996
663,0.9000001
664,2.3
665,5.499997
666,1.7
667,2.4
668,1.2
669,1.9
670,0
671,0.5
672,0.9000001
673,7.199996
674,0
675,0.1
676,2.3
677,0.3
678,0
679,3.499999
680,0.2
681,3.899998
682,0
683,2.6
684,0
685,0
686,0.8000001
687,0.1
688,0.8000001
689,1.8
690,1.7
691,0.4
692,2.999999
693,0.6
694,0.9000001
695,0
696,0
697,1.6
698,0
699,0.3
700,0
701,1.7
702,0.2
703,0
704,0
705,0
706,1.8
707,1.2
708,0
709,0
710,0
711,0.3
712,0
713,1.1
714,0
715,0
716,0
717,1
718,0.8000001
719,0.3
720,0.5
721,4.399998
722,0
723,1.7
724,0
725,0
726,0.3
727,0
728,1.5
729,1.8
730,0
731,1.2
732,0.2
733,1.9
734,2.4
735,0
736,1.5
737,1.9
738,0.6
739,0.5
740,1.6
741,0.2
742,0
743,1.5
744,0.2
745,0
746,0.5
747,0
748,0.3
749,1.1
750,0.1
751,0
752,0.3
753,0
754,1.6
755,1.7
756,0.3
757,0
758,0
759,3.199999
760,0.6
761,0.8000001
762,0
763,0
764,0.6
765,1.7
766,3.499999
767,0
768,2.1
769,3.499999
770,0
771,0
772,0.3
773,0
774,0.8000001
775,1
776,3.099999
777,1.1
778,5.199997
779,0.1
780,0.3
781,0
782,0
783,0
784,0.4
785,0.1
786,0.9000001
787,0.2
788,1
789,0
790,3.999998
791,0
792,1
793,0.1
794,11.20001
795,0.6
796,1.3
797,0
798,0
799,0.8000001
800,1.4
801,2.4
802,0
803,0.6
804,0
805,0
806,0
807,0
808,0.4
809,0.3
810,0.8000001
811,0
812,0.2
813,1.5
814,0
815,1.1
816,0
817,1.1
818,0.8000001
819,0.5
820,0.6
821,0
822,0.5
823,4.399998
824,0.1
825,0
826,2.4
827,2.799999
828,0
829,0
830,1.6
831,6.299996
832,1.2
833,2.1
834,0
835,1
836,1.2
837,0.3
838,2.1
839,3.299999
840,2.3
841,0.3
842,0
843,0
844,0
845,0
846,0.1
847,0.4
848,0
849,0
850,0
851,1.8
852,0
853,0
854,1.8
855,0
856,0
857,0
858,0.3
859,0
860,2.999999
861,2.3
862,1.6
863,0.2
864,0.1
865,2.5
866,0
867,0.8000001
868,0.8000001
869,2.3
870,0
871,0.7
872,0.5
873,0
874,2.7
875,0
876,4.899998
877,0.3
878,0
879,0.1
880,0.1
881,0
882,0
883,1.3
884,0
885,0
886,2.899999
887,0
888,0.5
889,0
890,4.699998
891,0.1
892,5.099998
893,3.299999
894,2.799999
895,0
896,0.4
897,3.599999
898,0.1
899,1.3
900,1.1
901,0.7
902,1.9
903,0.7
904,0
905,0
906,2.3
907,0
908,0.2
909,0.1
910,0
911,4.099998
912,5.399997
913,0.9000001
914,0
915,0.1
916,0
917,2.6
918,1.6
919,0
920,0
921,1.5
922,2.3
923,0
924,1.8
925,1.2
926,0
927,0.3
928,0.1
929,1.6
930,0
931,0
932,0
933,5.699997
934,1.4
935,0.2
936,0.6
937,0.5
938,3.399999
939,2.899999
940,0
941,0
942,1.9
943,1.5
944,0.4
945,1.5
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,1.5
954,0.3
955,1.1
956,0
957,0.2
958,0
959,4.099998
960,1.4
961,1.3
962,0
963,0.7
